name,cloneOf,description
005,,005
100lions,1304,"100 Lions (10219211, NSW/ACT)"
100lionsa,0,"100 Lions (30223811, ASP)"
10yard,,"10-Yard Fight (World, set 1)"
10yard85,4,"10-Yard Fight '85 (US, Taito license)"
10yardj,4,10-Yard Fight (Japan)
110dance,,Retro Dance Mat (110 song Super StepMania + 9-in-1 games) (PAL)
11beat,857,Eleven Beat
1292apvs,,1292 Advanced Programmable Video System
1392apvs,9,1392 Advanced Programmable Video System
15lions,1304,"15 Lions (10166211, Queensland)"
18w,,18 Wheeler (set 1)
18w2,12,18 Wheeler (set 2)
18wheelr,23537,"18 Wheeler: American Pro Trucker (deluxe, Rev A)"
18wheelro,0,18 Wheeler: American Pro Trucker (deluxe)
18wheelrt,0,"18 Wheeler: American Pro Trucker (deluxe, Rev T)"
18wheels,0,18 Wheeler: American Pro Trucker (standard)
18wheelu,0,18 Wheeler: American Pro Trucker (upright)
1941,,1941: Counter Attack (World 900227)
1941j,19,1941: Counter Attack (Japan)
1941r1,19,1941: Counter Attack (World)
1941u,19,1941: Counter Attack (USA 900227)
1942,,1942 (Revision B)
1942a,23,1942 (Revision A)
1942abl,23,"1942 (Revision A, bootleg)"
1942b,23,1942 (First Version)
1942h,23,Supercharger 1942
1942iti,23,1942 (Itisa bootleg)
1942p,23,"1942 (Tecfri PCB, bootleg?)"
1942w,23,1942 (Williams Electronics license)
1943,,1943: The Battle of Midway (Euro)
1943b,31,"1943: Battle of Midway (bootleg, hack of Japan set)"
1943bj,31,1943: Midway Kaisen (bootleg)
1943j,31,"1943: Midway Kaisen (Japan, Rev B)"
1943ja,31,1943: Midway Kaisen (Japan)
1943jah,31,"1943: Midway Kaisen (Japan, no protection hack)"
1943kai,,1943 Kai: Midway Kaisen (Japan)
1943mii,,1943: The Battle of Midway Mark II (US)
1943u,31,"1943: The Battle of Midway (US, Rev C)"
1943ua,31,1943: The Battle of Midway (US)
1944,,1944: The Loop Master (Europe 000620)
1944d,41,1944: The Loop Master (USA 000620 Phoenix Edition) (bootleg)
1944j,41,1944: The Loop Master (Japan 000620)
1944u,41,1944: The Loop Master (USA 000620)
1945kiii,,"1945k III (newer, OPCX2 PCB)"
1945kiiin,45,"1945k III (newer, OPCX1 PCB)"
1945kiiio,45,"1945k III (older, OPCX1 PCB)"
19in1,93,19 in 1 MAME bootleg (BAR-V000)
19xx,,19XX: The War Against Destiny (Europe 960104)
19xxa,49,19XX: The War Against Destiny (Asia 960104)
19xxar1,49,19XX: The War Against Destiny (Asia 951207)
19xxb,49,19XX: The War Against Destiny (Brazil 951218)
19xxd,49,19XX: The War Against Destiny (USA 951207 Phoenix Edition) (bootleg)
19xxh,49,19XX: The War Against Destiny (Hispanic 951218)
19xxj,49,"19XX: The War Against Destiny (Japan 960104, yellow case)"
19xxjr1,49,19XX: The War Against Destiny (Japan 951225)
19xxjr2,49,19XX: The War Against Destiny (Japan 951207)
19xxu,49,19XX: The War Against Destiny (USA 951207)
1on1gov,3892,1 on 1 Government (Japan)
2020bb,23705,2020 Super Baseball (set 1)
2020bba,0,2020 Super Baseball (set 2)
2020bbh,0,2020 Super Baseball (set 3)
20pacgal,,Ms. Pac-Man/Galaga - 20th Anniversary Class of 1981 Reunion (V1.08)
20pacgalr0,63,Ms. Pac-Man/Galaga - 20th Anniversary Class of 1981 Reunion (V1.00)
20pacgalr1,63,Ms. Pac-Man/Galaga - 20th Anniversary Class of 1981 Reunion (V1.01)
20pacgalr2,63,Ms. Pac-Man/Galaga - 20th Anniversary Class of 1981 Reunion (V1.02)
20pacgalr3,63,Ms. Pac-Man/Galaga - 20th Anniversary Class of 1981 Reunion (V1.03)
20pacgalr4,63,Ms. Pac-Man/Galaga - 20th Anniversary Class of 1981 Reunion (V1.04)
240in1ar,,"Mini Arcade Machine (Thumbs Up, 240IN1ARC)"
24_130,73,24 v1.30
24_140,73,24 v1.40
24_144,73,24 v1.44
24_150,,24 v1.50
24cdjuke,,Midcoin Juke Box 24CD
25pacman,,Pac-Man - 25th Anniversary Edition (Rev 3.00)
25pacmano,75,Pac-Man - 25th Anniversary Edition (Rev 2.00)
280zzzap,,280-ZZZAP
2mindril,,Two Minute Drill (Ver 2.93A 1994/02/16)
2mindrila,78,Two Minute Drill (Ver 2.2A 1993/10/18)
2spicy,13772,2 Spicy
30test,,30 Test (remake)
32x,,"Genesis with 32X (USA, NTSC)"
32x_mcd,85,"Mega-CD with 32X (Europe, PAL)"
32x_mcdj,85,"Mega-CD with 32X (Japan, NTSC)"
32x_scd,,"Sega CD with 32X (USA, NTSC)"
32xe,82,"Mega Drive with 32X (Europe, PAL)"
32xj,82,"Mega Drive with 32X (Japan, NTSC)"
386i,23816,386i
386sc,10686,386 SC Rev A2
386sc2c,10686,386 motherboard using the Symphony chipset
386schg,10686,386-SC-HG
386sxvhcom,10686,80386SX-VH-COM
39in1,,39 in 1 MAME bootleg (GNO-V000)
3b1,,UNIX PC Model 3B1
3b2_300,,3B2/300
3b2_310,95,3B2/310
3b2_400,95,3B2/400
3b2_600,,3B2/600
3bagflnz,100,"3 Bags Full (3VXFC5345, New Zealand)"
3bagflvt,,"3 Bags Full (5VXFC790, Victoria)"
3cdpoker,,3 Cards Poker 96 (V1.6)
3cdpokera,101,3 Cards Poker 96 (V1.0)
3countb,23705,3 Count Bout / Fire Suplex (NGM-043 ~ NGH-043)
3do,,3DO (NTSC)
3do_pal,104,3DO (PAL)
3dobios,,3DO BIOS
3in1semi,,New HyperMan (3-in-1 with Cookie &amp; Bibi &amp; HyperMan) (set 1)
3in1semia,107,New HyperMan (3-in-1 with Cookie &amp; Bibi &amp; HyperMan) (set 2)
3kokushi,,Sankokushi (Japan)
3lilpigs,,3 Lil' Pigs
3on3dunk,,"3 On 3 Dunk Madness (US, prototype? 1997/02/04)"
3siud,10686,3SIUD-1.1
3stooges,,The Three Stooges In Brides Is Brides (set 1)
3stoogesa,113,The Three Stooges In Brides Is Brides (set 2)
3super8,,3 Super 8 (Italy)
3wishrd,,Three Wishes Red (Russia) (Atronic)
3wonders,,Three Wonders (World 910520)
3wondersb,117,Three Wonders (bootleg)
3wondersh,117,Three Wonders (hack)
3wondersr1,117,Three Wonders (World 910513)
3wondersu,117,Three Wonders (USA 910520)
3x3puzzl,,3X3 Puzzle (Enterprise)
3x3puzzla,122,3X3 Puzzle (Normal)
4000_260,,4000/260
4004clk,,4004 Nixie Clock
40love,,Forty-Love (World)
40lovebl,126,Forty-Love (bootleg)
40lovej,126,Forty-Love (Japan)
486apio,10686,486 APIO
486ccv,10686,486-CCV
486igb21,10686,486IG-B-2-1
486wb6a3,10686,486WB6A3.B1
48in1,93,"48 in 1 MAME bootleg (ver 3.09, HPH-V000)"
48in1a,93,"48 in 1 MAME bootleg (ver 3.02, HPH-V000)"
48in1b,93,"48 in 1 MAME bootleg (ver 3.09, HPH-V000, alt flash)"
48in1c,93,"48 in 1 MAME bootleg (ver 3.08, HPH-V000)"
4d410,,4D/410
4dmshl3g,10686,4DMS HL3G-L4-VI
4dmuhl3s,10686,4DMU HL3S
4dwarrio,,4-D Warriors (315-5162)
4enlinea,,Cuatro en Linea (rev. A-07)
4enlineb,141,Cuatro en Linea (rev. A-06)
4enraya,,4 En Raya (set 1)
4enrayaa,143,4 En Raya (set 2)
4in1,,4 Fun in 1
4in1a,93,"4 in 1 MAME bootleg (ver 3.00, PLZ-V014)"
4in1b,93,4 in 1 MAME bootleg (PLZ-V001)
4in1boot,,"Puzzle King (PacMan 2, Tetris, HyperMan 2, Snow Bros.)"
4nd04a,10686,386-4N-D04A (UMC chipset)
4psimasy,,Mahjong 4P Shimasho (Japan)
4roses,,"Four Roses (encrypted, set 1)"
4rosesa,151,"Four Roses (encrypted, set 2)"
500gp,,"500 GP (US, 5GP3 Ver. C)"
50lionrr,1304,"50 Lions - Roaring Riches (20301311, NSW/ACT)"
50lions,1304,"50 Lions (10120511, NSW/ACT)"
50lionsa,0,"50 Lions (10156111, ASP)"
50lionsu,0,"50 Lions (0152077, US)"
5acespkr,,5-Aces Poker
5clown,,"Five Clown (English, set 1)"
5clowna,159,"Five Clown (English, set 2)"
5clownsp,159,Five Clown (Spanish hack)
5drag,1304,"5 Dragons (20161011, NSW/ACT)"
5draga,0,"5 Dragons (10176611, ASP)"
5dragce,0,"5 Dragons - Cash Express (0152309, US)"
5dragnz,0,"5 Dragons (10178611, New Zealand)"
5dragsp,0,"5 Dragons (20161011, NSW/ACT, Show Program)"
5koi,1304,"5 Koi - Power Pay (10250711, NSW/ACT)"
5koia,0,"5 Koi - Power Pay (1J016211, ASP)"
600,38345,600
600cat,,600 Cellular Activation Tester
60in1,93,"60 in 1 MAME bootleg (ver 3.00, ICD-V000)"
64street,,64th. Street - A Detective Story (World)
64streetj,172,"64th. Street - A Detective Story (Japan, set 1)"
64streetja,172,"64th. Street - A Detective Story (Japan, set 2)"
68ksbc,,68k Single Board Computer
705p3prg,177,MC68705P3 Programmer
705p5prg,,MC68705P5 Programmer
705r3prg,177,MC68705R3 Programmer
705u3prg,177,MC68705U3 Programmer
720,,720 Degrees (rev 4)
720g,180,"720 Degrees (German, rev 2)"
720gr1,180,"720 Degrees (German, rev 1)"
720r1,180,720 Degrees (rev 1)
720r2,180,720 Degrees (rev 2)
720r3,180,720 Degrees (rev 3)
7951om,,7951om
7jigen,,7jigen no Youseitachi - Mahjong 7 Dimensions (Japan)
7mezzo,,7 e Mezzo
7ordi,,7 Ordi (Korea)
7smash,,7 Smash
7toitsu,22349,Chi-Toitsu
800fath,21855,800 Fathoms
800fatha,21855,800 Fathoms (older)
86lions,,86 Lions
88games,,'88 Games
88in1joy,,Joystick88
8ball,,Video Eight Ball
8ball1,197,Video Eight Ball (Rev.1)
8ballact,,Eight Ball Action (DK conversion)
8ballact2,199,Eight Ball Action (DKJr conversion)
8bpm,199,Eight Ball Action (Pac-Man conversion)
98best44,,Neo Print - '98 NeoPri Best 44 (Japan) (T4i 3.07)
990189,,TM 990/189 University Board microcomputer
990189v,203,TM 990/189 University Board microcomputer with Video Board Interface
99bottles,8621,99 Bottles of Beer
99lstwar,27597,'99: The Last War (set 1)
99lstwara,27597,'99: The Last War (set 2)
99lstwarb,27597,'99: The Last War (bootleg)
99lstwark,27597,'99: The Last War (Kyugo)
9ballsht,,9-Ball Shootout (set 1)
9ballsht2,210,9-Ball Shootout (set 2)
9ballsht3,210,9-Ball Shootout (set 3)
9ballshtc,210,9-Ball Shootout Championship
a1000,,Amiga 1000 (PAL)
a1000n,214,Amiga 1000 (NTSC)
a1010,,Textel Compact A1010-0
a1200,,Amiga 1200 (PAL)
a1200n,217,Amiga 1200 (NTSC)
a1200xl,269,Atari 1200XL
a130xe,272,Atari 130XE
a2000,,Amiga 2000 (PAL)
a2000n,221,Amiga 2000 (NTSC)
a2600,,Atari 2600 (NTSC)
a2600_pop,,Atari 2600 Point of Purchase Display
a2600p,223,Atari 2600 (PAL)
a3000,,Amiga 3000 (PAL)
a3000n,226,Amiga 3000 (NTSC)
a400,,Atari 400 (NTSC)
a4000,,Amiga 4000/040 (PAL)
a400030,229,Amiga 4000/030 (PAL)
a400030n,229,Amiga 4000/030 (NTSC)
a4000n,229,Amiga 4000/040 (NTSC)
a4000t,,Amiga 4000T (PAL)
a4000tn,233,Amiga 4000T (NTSC)
a400pal,228,Atari 400 (PAL)
a433cc,10686,A433C-C/A450C-C
a486ap4,10686,PVI-486AP4
a486isa,10686,ISA-486
a486sio,10686,ISA-486SIO rev. 1.2
a486sp3,,PVI-486SP3 (SiS 85C496/85C497)
a486sp3g,10686,PCI/I-486SP3G
a486sv1,10686,VL/EISA-486SV1
a486sv2,10686,ISA-486SV2
a486sv2g,10686,VL/I-486SV2G
a500,,Amiga 500 (PAL)
a500n,245,Amiga 500 (NTSC)
a500p,,Amiga 500 Plus (PAL)
a500pn,247,Amiga 500 Plus (NTSC)
a5105,,BIC A5105
a5120,,A5120
a5130,250,A5130
a51mxr3k,1285,"Area 51 / Maximum Force Duo (R3000, 2/10/98)"
a51mxr3ka,1285,"Area 51 / Maximum Force Duo (R3000, 2/02/98)"
a51site4,,"Area 51: Site 4 (HD Rev 2.01, September 7, 1998)"
a51site4a,254,"Area 51: Site 4 (HD Rev 2.0, September 11, 1998)"
a5200,,Atari 5200
a5200a,256,Atari 5200 (2-port)
a600,,Amiga 600 (PAL)
a600n,258,Amiga 600 (NTSC)
a600xl,272,Atari 600XL
a65xe,272,Atari 65XE
a65xea,272,Atari 65XE (Arabic)
a7000,28012,Archimedes A7000
a7000p,28012,Archimedes A7000+
a7150,,A7150
a7800,,Atari 7800 (NTSC)
a7800p,266,Atari 7800 (PAL)
a7lucky88,1305,Lucky 88 (Aristocrat MK-7)
a800,,Atari 800 (NTSC)
a800pal,269,Atari 800 (PAL)
a800xe,272,Atari 800XE
a800xl,,Atari 800XL (NTSC)
a800xlp,272,Atari 800XL (PAL)
aa3000,279,BBC A3000
aa3010,,Acorn A3010
aa3010_de,275,Acorn A3010 (German)
aa3020,275,Acorn A3020
aa305,279,Archimedes 305
aa310,,Archimedes 310
aa4,288,Acorn A4
aa4000,275,Acorn A4000
aa4101,279,Archimedes 410/1
aa4201,279,Archimedes 420/1
aa440,279,Archimedes 440
aa4401,279,Archimedes 440/1
aa486s,,PCI/I-A486S (SiS 85C496/85C497)
aa500,,Acorn A500 Development System
aa5000,,Acorn A5000
aa5000a,288,Acorn A5000 Alpha
aa500d,287,Acorn A500 Domesday Development System
aa540,279,Archimedes 540
aa680,,Acorn A680 UNIX Evaluation System
aaa,,Ambassador
aadvent,13294,"African Adventure (Konami Endeavour, Russia)"
aafb,,All American Football (rev E)
aafbb,295,All American Football (rev B)
aafbc,295,All American Football (rev C)
aafbd2p,295,"All American Football (rev D, 2 players)"
aar_101,,Aaron Spelling (1.01)
aavenger,,Airborne Avenger
abacus,,Abacus (Ver 1.0)
abae4,10686,486 EISA-AE4
abah4,10686,AB-AH4
abaseb,,Atari Baseball (set 1)
abaseb2,304,Atari Baseball (set 2)
abattle,1600,Astro Battle (set 1)
abattle2,1600,Astro Battle (set 2)
abav4,10686,AB-AV4
abax4,10686,AB-AX4
abc110,2068,ABC 110
abc1600,,ABC 1600
abc310,2068,ABC 310
abc80,,ABC 80
abc800c,,ABC 800 C/HR
abc800m,314,ABC 800 M/HR
abc802,,ABC 802
abc806,,ABC 806
abcheck,,Abnormal Check
abclimax,13772,After Burner Climax (Export)
abcop,,A.B. Cop (World) (FD1094 317-0169b)
abcopd,320,A.B. Cop (World) (bootleg of FD1094 317-0169b set)
abcopj,320,A.B. Cop (Japan) (FD1094 317-0169b)
abcopjd,320,A.B. Cop (Japan) (bootleg of FD1094 317-0169b set)
abigchs,,Big Cheese (Russia) (Atronic)
abl4play,,4 Player System - 10 in 1
ablast,25002,Hong Tian Lei (A-Blast) (Japan)
ablastb,25002,Hong Tian Lei (A-Blast) (bootleg)
ablkickb,,"Kick Boxing (BJ8888, ABL TV Game)"
ablmini,,"Double Players Mini Joystick 80-in-1 (MJ8500, ABL TV Game)"
ablpinb,,"Pinball (P8002, ABL TV Game)"
ablping,,"Ping Pong / Table Tennis / Super Ping Pong (PP1100, ABL TV Game)"
abltenni,,"Wireless Tennis (WT2000, ABL TV Game)"
ablwikid,,Wikid Joystick 14-in-1
abnudge,,Animal Bonus Nudge (Version 2.1 Dual)
abnudgeb,334,"Animal Bonus Nudge (Version 2.0, set 1)"
abnudged,334,"Animal Bonus Nudge (Version 2.0, set 2)"
abnudgeo,334,Animal Bonus Nudge (Version 1.7)
abpb4,10686,AB-PB4
abpi4,,AB-PI4 / AB-PI4T (SiS 85C496/85C497)
abpm4,,AB-PM4 (SiS 85C496/85C497)
abpv4,,AB-PV4 (SiS 85C496/85C497)
abpw4,10686,AB-PW4
abscam,26720,Abscam
abunai,,Abunai Houkago - Mou Matenai (Japan 890325)
aburner,346,After Burner
aburner2,,After Burner II
aburner2g,346,After Burner II (German)
abv105,349,Airborne (1.5)
abv106,,Airborne (1.6)
abv106r,349,Airborne (Redemption)
ac1,,Amateurcomputer AC1 Berlin
ac1_32,351,Amateurcomputer AC1 Berlin (32 lines)
ac1bbclb,,Big Break Club (Ace) (ACESYS1) (set 1)
ac1bbclba,353,Big Break Club (Ace) (ACESYS1) (set 2)
ac1bluec,,Blue Chip (Pcp) (ACESYS1) (set 1)
ac1blueca,355,Blue Chip (Pcp) (ACESYS1) (set 2)
ac1bluecb,355,Blue Chip (Pcp) (ACESYS1) (set 3)
ac1bluecc,355,Blue Chip (Pcp) (ACESYS1) (set 4)
ac1bluecd,355,Blue Chip (Pcp) (ACESYS1) (set 5)
ac1clbmn,,Club Money (Ace) (ACESYS1) (set 1)
ac1clbsv,,Club Sovereign (Ace) (ACESYS1)
ac1clbxt,,Club Xtra (Ace) (ACESYS1) (set 1)
ac1clbxta,362,Club Xtra (Ace) (ACESYS1) (set 2)
ac1cshtw,,Cash Towers (Ace) (ACESYS1)
ac1dbldx,,Double Deluxe (Pcp) (ACESYS1)
ac1gogld,,Go For Gold (Ace) (ACESYS1) (set 1)
ac1hideh,,Hi De Hi Deluxe (Ace) (ACESYS1) (set 1)
ac1hideha,35411,Hi De Hi Deluxe (Ace) (ACESYS1) (set 2)
ac1hotpf,,Hot Profit (Ace) (ACESYS1)
ac1nudbk,,Nudge Break (Pcp) (ACESYS1) (set 1)
ac1nudbka,370,Nudge Break (Pcp) (ACESYS1) (set 2)
ac1nudbkb,370,Nudge Break (Pcp) (ACESYS1) (set 3)
ac1nudbkc,370,Nudge Break (Pcp) (ACESYS1) (set 4)
ac1nudbkd,370,Nudge Break (Pcp) (ACESYS1) (set 5)
ac1piaca,,Play It Again Casino (Ace) (ACESYS1)
ac1piacl,,Play It Again Club (Ace) (ACESYS1) (set 1)
ac1piacla,376,Play It Again Club (Ace) (ACESYS1) (set 2)
ac1piaclb,376,Play It Again Club (Ace) (ACESYS1) (set 3)
ac1piaclc,376,Play It Again Club (Ace) (ACESYS1) (set 4)
ac1primt,,Primetime (Ace) (ACESYS1) (set 1)
ac1prmcl,,Premier Club (Ace) (ACESYS1) (set 1)
ac1prmcla,381,Premier Club (Ace) (ACESYS1) (set 2)
ac1prmclb,381,Premier Club (Ace) (ACESYS1) (set 3)
ac1prmclc,381,Premier Club (Ace) (ACESYS1) (set 4)
ac1pster,,Pound Sterling (Ace) (ACESYS1)
ac1pstrt,,Pound Stretcher (Pcp) (ACESYS1)
ac1roll,,Roll Up (Pcp) (ACESYS1) (set 1)
ac1rolla,387,Roll Up (Pcp) (ACESYS1) (set 2)
ac1rollb,387,Roll Up (Pcp) (ACESYS1) (set 3)
ac1rundx,,Runner Deluxe Club (Ace) (ACESYS1) (set 1)
ac1rundxa,390,Runner Deluxe Club (Ace) (ACESYS1) (set 2)
ac1scch,351,Amateurcomputer AC1 SCCH
ac1shid,,Super Hi De Hi (Ace) (ACESYS1) (set 1)
ac1shida,393,Super Hi De Hi (Ace) (ACESYS1) (set 2)
ac1sstrk,,Starstruck (Pcp) (ACESYS1) (set 1)
ac1sstrka,395,Starstruck (Pcp) (ACESYS1) (set 2)
ac1sstrkb,395,Starstruck (Pcp) (ACESYS1) (set 3)
ac1taklv,,Take It Or Leave It (Ace) (ACESYS1) (set 1)
ac1totb,,Top Of The Bill (Ace) (ACESYS1)
ac1unk,,unknown Ace System 1 game
ac1xpres,,Xpress (Pcp) (ACESYS1)
academy,,"Mephisto Academy (English, 04-10-88)"
academyd,402,"Mephisto Academy (Dutch, 04-10-88)"
academyg,402,"Mephisto Academy (German, 06-03-89)"
academyga,402,"Mephisto Academy (German, 04-10-88)"
academygb,402,"Mephisto Academy (German, 27-08-88)"
academytt,402,"Mephisto Academy T+T (Dutch, prototype)"
acchi,,Janken Game Acchi Muite Hoi! (Japan 1.3)
accomm,,Acorn Communicator
accommb,409,Acorn Briefcase Communicator
accommi,409,Acorn Communicator (Italian)
accommp,409,Acorn Communicator (prototype)
accord,,Accord
acd,,unknown ACD computer
ace,,Ace
ace100,1176,Franklin ACE 100
ace1000,1176,Franklin ACE 1000
ace2200,1182,Franklin ACE 2200
ace500,1177,Franklin ACE 500
aceattac,,Ace Attacker (FD1094 317-0059)
aceattaca,420,"Ace Attacker (Japan, System 16A, FD1094 317-0060)"
acedriv3,36908,Ace Driver 3: Final Turn
acedrive,,"Ace Driver: Racing Evolution (World, AD2)"
aceex2814,,Aceex 2814
acefruit,,Silhouette
acheart,,Arcana Heart
acheartf,,Arcana Heart Full
acitya,3016,Atlantic City Action
aclown,,Clown (Russia) (Atronic)
acombat,1600,"Astro Combat (newer, CB)"
acombat3,1600,Astro Combat (unencrypted)
acombat4,1600,Astro Combat (encrypted)
acombato,1600,"Astro Combat (older, PZ)"
acommand,,Alien Command
acr20,,ACR-20 Digital Accompaniment Center
acrnsys1,,Acorn System 1
acrnsys2,438,Acorn System 2
acrnsys3,,Acorn System 3 (6502 CPU)
acrnsys3_6809,438,Acorn System 3 (6809 CPU)
acrnsys4,438,Acorn System 4
acrnsys5,,Acorn System 5
acrobatm,,Acrobat Mission
acrobatmbl,442,Acrobat Mission (bootleg with Raiden sounds)
act2000,,Action 2000 (Version 3.5E Dual)
act2000b1,444,"Action 2000 (Version 3.5R, set 2)"
act2000bx,444,"Action 2000 (Version 3.30XT, set 2)"
act2000d1,444,"Action 2000 (Version 3.5R, set 1)"
act2000dx,444,"Action 2000 (Version 3.30XT, set 1)"
act2000o,444,Action 2000 (Version 3.3)
act2000o2,444,Action 2000 (Version 3.10XT)
act2000o3,444,Action 2000 (Version 1.2)
act2000v1,444,Action 2000 (Version 3.5R Dual)
act2000vx,444,Action 2000 (Version 3.30XT Dual)
act5a,,ACT-5A
actfancr,,Act-Fancer Cybernetick Hyper Weapon (World revision 3)
actfancr1,455,Act-Fancer Cybernetick Hyper Weapon (World revision 1)
actfancr2,455,Act-Fancer Cybernetick Hyper Weapon (World revision 2)
actfancrj,455,Act-Fancer Cybernetick Hyper Weapon (Japan revision 1)
actionhw,,Action Hollywood
acw443,2068,ABC 210/Cambridge Workstation
ad2083,,A. D. 2083
ad4ctl,,Cop The Lot Club (Video) (Bellfruit) (Adder 4) (set 1)
ad4ctla,462,Cop The Lot Club (Video) (Bellfruit) (Adder 4) (set 2)
ad4film,,Film Premiere (Video?) (Bellfruit) (Adder 4) (set 1)
ad4filma,464,Film Premiere (Video?) (Bellfruit) (Adder 4) (set 2)
ad4skill,,Skill Dice (BFM) (Scorpion 4 + Adder 4)
ad5bpfpm,,Bullseye Pounds For Points (Mazooma) (Adder 5) (set 1)
ad5bpfpma,467,Bullseye Pounds For Points (Mazooma) (Adder 5) (set 2)
ad5bpfpmb,467,Bullseye Pounds For Points (Mazooma) (Adder 5) (set 3)
ad5bpfpmc,467,Bullseye Pounds For Points (Mazooma) (Adder 5) (set 4)
ad5bpfpmd,467,Bullseye Pounds For Points (Mazooma) (Adder 5) (set 5)
ad5btc,,"Bullseye Triple Club (PR1758, BFGPBULS) (Bellfruit) (Adder 5) (set 1)"
ad5btca,472,"Bullseye Triple Club (PR1758, BFGPBULS) (Bellfruit) (Adder 5) (set 3)"
ad5btcb,472,"Bullseye Triple Club (PR1758, BFGNBULS) (Bellfruit) (Adder 5) (set 4)"
ad5cmons,,Crazy Money (Bellfruit) (Adder 5) (set 1)
ad5cmonsa,475,Crazy Money (Bellfruit) (Adder 5) (set 2)
ad5copsr,,Cops 'n' Robbers (PR3206) (Bellfruit) (Adder 5) (set 1)
ad5copsr0,514,Cops 'n' Robbers (PR2476) (Mazooma) (Adder 5) (set 7)
ad5copsr1,514,Cops 'n' Robbers (PR2497) (Mazooma) (Adder 5) (set 2)
ad5copsr2,514,Cops 'n' Robbers (PR2476) (Mazooma) (Adder 5) (set 8)
ad5copsr3,514,Cops 'n' Robbers (PR2628) (Mazooma) (Adder 5) (set 1)
ad5copsr4,514,Cops 'n' Robbers (PR2495) (Mazooma) (Adder 5) (set 5)
ad5copsr5,514,Cops 'n' Robbers (PR2628) (Mazooma) (Adder 5) (set 2)
ad5copsr6,514,Cops 'n' Robbers (PR2495) (Mazooma) (Adder 5) (set 6)
ad5copsr7,514,Cops 'n' Robbers (PR2628) (Mazooma) (Adder 5) (set 4)
ad5copsra,477,Cops 'n' Robbers (PR3206) (Bellfruit) (Adder 5) (set 2)
ad5copsrb,477,Cops 'n' Robbers (PR3206) (Bellfruit) (Adder 5) (set 3)
ad5copsrc,477,Cops 'n' Robbers (PR1965) (Bellfruit) (Adder 5) (set 1)
ad5copsrd,477,Cops 'n' Robbers (PR3206) (Bellfruit) (Adder 5) (set 4)
ad5copsre,477,Cops 'n' Robbers (PR3206) (Bellfruit) (Adder 5) (set 5)
ad5copsrf,477,Cops 'n' Robbers (PR3206) (Bellfruit) (Adder 5) (set 6)
ad5copsrg,477,Cops 'n' Robbers (PR1965) (Bellfruit) (Adder 5) (set 2)
ad5copsrh,514,Cops 'n' Robbers (PR2495) (Mazooma) (Adder 5) (set 1)
ad5copsri,514,Cops 'n' Robbers (PR2495) (Mazooma) (Adder 5) (set 2)
ad5copsrj,514,Cops 'n' Robbers (PR2476) (Mazooma) (Adder 5) (set 5)
ad5copsrk,477,Cops 'n' Robbers (PR3206) (Bellfruit) (Adder 5) (set 7)
ad5copsrl,477,Cops 'n' Robbers (PR3206) (Bellfruit) (Adder 5) (set 8)
ad5copsrm,477,Cops 'n' Robbers (PR3206) (Bellfruit) (Adder 5) (set 9)
ad5copsrn,477,Cops 'n' Robbers (PR1965) (Bellfruit) (Adder 5) (set 3)
ad5copsro,477,Cops 'n' Robbers (PR3206) (Bellfruit) (Adder 5) (set 10)
ad5copsrp,477,Cops 'n' Robbers (PR3206) (Bellfruit) (Adder 5) (set 11)
ad5copsrq,477,Cops 'n' Robbers (PR3206) (Bellfruit) (Adder 5) (set 12)
ad5copsrr,477,Cops 'n' Robbers (PR1965) (Bellfruit) (Adder 5) (set 4)
ad5copsrs,514,Cops 'n' Robbers (PR2495) (Mazooma) (Adder 5) (set 3)
ad5copsrt,514,Cops 'n' Robbers (PR2495) (Mazooma) (Adder 5) (set 4)
ad5copsru,514,Cops 'n' Robbers (PR2476) (Mazooma) (Adder 5) (set 6)
ad5copsrv,477,Cops 'n' Robbers (PR3206) (Bellfruit) (Adder 5) (set 13)
ad5copsrw,477,Cops 'n' Robbers (PR3206) (Bellfruit) (Adder 5) (set 14)
ad5copsrx,477,Cops 'n' Robbers (PR1965) (Bellfruit) (Adder 5) (set 5)
ad5copsry,477,Cops 'n' Robbers (PR1965) (Bellfruit) (Adder 5) (set 6)
ad5copsrz,514,Cops 'n' Robbers (PR2497) (Mazooma) (Adder 5) (set 1)
ad5crcpt,,Cops 'n' Robbers Community Party (Bellfruit) (Adder 5) (set 1)
ad5crcpta,512,Cops 'n' Robbers Community Party (Bellfruit) (Adder 5) (set 2)
ad5crsc,,Cops 'n' Robbers (PR2476) (Mazooma) (Adder 5) (set 1)
ad5crsca,514,Cops 'n' Robbers (PR2476) (Mazooma) (Adder 5) (set 2)
ad5crscb,514,Cops 'n' Robbers (PR2476) (Mazooma) (Adder 5) (set 3)
ad5crscc,514,Cops 'n' Robbers (PR2476) (Mazooma) (Adder 5) (set 4)
ad5crscd,514,Cops 'n' Robbers (PR2495) (Mazooma) (Adder 5) (set 7)
ad5crsce,514,Cops 'n' Robbers (PR2495) (Mazooma) (Adder 5) (set 8)
ad5crscf,514,Cops 'n' Robbers (PR2495) (Mazooma) (Adder 5) (set 9)
ad5crscg,514,Cops 'n' Robbers (PR2495) (Mazooma) (Adder 5) (set 10)
ad5crsch,514,Cops 'n' Robbers (PR2628) (Mazooma) (Adder 5) (set 3)
ad5dnd,,Deal or No Deal (Bellfruit) (Adder 5) (set 1)
