name,cloneOf,description
j6crackd,11667,Cracker (JPM) (IMPACT) (set 5)
j6cracke,11667,"Cracker (JPM) (IMPACT) (set 6, Whitbread)"
j6crackf,11667,Cracker (JPM) (IMPACT) (set 7)
j6crackg,11667,Cracker (JPM) (IMPACT) (set 8)
j6crackh,11667,Cracker (JPM) (IMPACT) (set 9)
j6cracki,11667,Cracker (JPM) (IMPACT) (set 10)
j6crackj,11667,Cracker (JPM) (IMPACT) (set 11)
j6crakr,11667,Cracker (Crystal) (IMPACT) (set 1)
j6crakra,11667,Cracker (Crystal) (IMPACT) (set 2)
j6crakrb,11667,Cracker (Crystal) (IMPACT) (set 3)
j6crsfir,,Cross Fire (JPM) (IMPACT) (set 1)
j6crsfira,11681,Cross Fire (JPM) (IMPACT) (set 2)
j6crzclb,,Crazy Club (JPM) (IMPACT) (set 1)
j6crzclba,11683,Crazy Club (JPM) (IMPACT) (set 2)
j6crzclbb,11683,Crazy Club (JPM) (IMPACT) (set 3)
j6crzclbc,11683,Crazy Club (JPM) (IMPACT) (set 4)
j6cshbeu,,Cash Box Club (Empire) (Euro) (IMPACT)
j6cshbox,,Cash Box Club (Empire) (IMPACT) (set 1)
j6cshboxa,11688,Cash Box Club (Empire) (IMPACT) (set 2)
j6cshboxb,11688,Cash Box Club (Empire) (IMPACT) (set 3)
j6cshbst,,Cash Buster (JPM) (IMPACT) (set 1)
j6cshbsta,11691,Cash Buster (JPM) (IMPACT) (set 2)
j6cshbstb,11691,Cash Buster (JPM) (IMPACT) (set 3)
j6cshbstc,11691,"Cash Buster (JPM) (IMPACT) (set 4, Whitbread)"
j6cshbstd,11691,Cash Buster (JPM) (IMPACT) (set 5)
j6cshcnt,,Cash Countdown (JPM) (IMPACT) (set 1)
j6cshcnta,11696,Cash Countdown (JPM) (IMPACT) (set 2)
j6cshrd,,Cash Raider (Ace) (IMPACT) (set 1)
j6cshrda,11698,Cash Raider (Ace) (IMPACT) (set 2)
j6cshrdb,11698,Cash Raider (Ace) (IMPACT) (set 3)
j6cshrdc,11698,"Cash Raider (Ace) (IMPACT) (set 4, Whitbread)"
j6cshrdd,11698,Cash Raider (Ace) (IMPACT) (set 5)
j6cshtwr,,Cash Towers (JPM) (IMPACT)
j6cshvgs,,Cash Vegas Strip (JPM) (IMPACT) (set 1)
j6cshvgsa,11704,Cash Vegas Strip (JPM) (IMPACT) (set 2)
j6cshvgsb,11704,Cash Vegas Strip (JPM) (IMPACT) (set 3)
j6cshvgsc,11704,Cash Vegas Strip (JPM) (IMPACT) (set 4)
j6cshvgsd,11704,Cash Vegas Strip (JPM) (IMPACT) (set 5)
j6cshvgse,11704,Cash Vegas Strip (JPM) (IMPACT) (set 6)
j6cshvgsf,11704,Cash Vegas Strip (JPM) (IMPACT) (set 7)
j6cshvgsg,11704,Cash Vegas Strip (JPM) (IMPACT) (set 8)
j6cshvgsh,11704,Cash Vegas Strip (JPM) (IMPACT) (set 9)
j6cshvgsi,11704,Cash Vegas Strip (JPM) (IMPACT) (set 10)
j6cshvgsj,11704,Cash Vegas Strip (JPM) (IMPACT) (set 11)
j6cshvgsk,11704,Cash Vegas Strip (JPM) (IMPACT) (set 12)
j6cshvgsl,11704,Cash Vegas Strip (JPM) (IMPACT) (set 13)
j6cshvgsm,11704,Cash Vegas Strip (JPM) (IMPACT) (set 14)
j6cshvgsn,11704,Cash Vegas Strip (JPM) (IMPACT) (set 15)
j6cshvgso,11704,Cash Vegas Strip (JPM) (IMPACT) (set 16)
j6cshvgsp,11704,Cash Vegas Strip (JPM) (IMPACT) (set 17)
j6cshvgsq,11704,Cash Vegas Strip (JPM) (IMPACT) (set 18)
j6cshvgsr,11704,Cash Vegas Strip (JPM) (IMPACT) (set 19)
j6daygld,,Daytona Gold (JPM) (IMPACT) (set 1)
j6dayglda,11723,Daytona Gold (JPM) (IMPACT) (set 2)
j6daygldb,11723,Daytona Gold (JPM) (IMPACT) (set 3)
j6daygldc,11723,Daytona Gold (JPM) (IMPACT) (set 4)
j6daygldd,11723,Daytona Gold (JPM) (IMPACT) (set 5)
j6dayglde,11723,Daytona Gold (JPM) (IMPACT) (set 6)
j6dayml,,Daytona Millennium (JPM) (IMPACT) (set 1)
j6daymla,11729,Daytona Millennium (JPM) (IMPACT) (set 2)
j6daymlb,11729,Daytona Millennium (JPM) (IMPACT) (set 3)
j6dmngz,,Diamond Geezer (JPM) (IMPACT)
j6dmnjkr,,Demon Jokers (JPM) (IMPACT) (set 1)
j6dmnjkra,11733,Demon Jokers (JPM) (IMPACT) (set 2)
j6dmnjkrb,11733,Demon Jokers (JPM) (IMPACT) (set 3)
j6dmnjkrc,11733,Demon Jokers (JPM) (IMPACT) (set 4)
j6drdogh,,Dr Dough (Qps) (IMPACT)
j6dyfl,,Do You Feel Lucky (JPM) (IMPACT) (set 1)
j6dyfla,11738,Do You Feel Lucky (JPM) (IMPACT) (set 2)
j6dyflb,11738,Do You Feel Lucky (JPM) (IMPACT) (set 3)
j6dyflc,11738,Do You Feel Lucky (JPM) (IMPACT) (set 4)
j6dyfld,11738,Do You Feel Lucky (JPM) (IMPACT) (set 5)
j6dyfle,11738,"Do You Feel Lucky (JPM) (IMPACT) (set 6, Whitbread)"
j6dyflf,11738,Do You Feel Lucky (JPM) (IMPACT) (set 7)
j6dyflg,11738,Do You Feel Lucky (JPM) (IMPACT) (set 8)
j6dyflh,11738,Do You Feel Lucky (JPM) (IMPACT) (set 9)
j6dyfli,11738,Do You Feel Lucky (JPM) (IMPACT) (set 10)
j6dyflj,11738,Do You Feel Lucky (JPM) (IMPACT) (set 11)
j6easy,,Easy Money (Crystal) (IMPACT) (set 1)
j6easya,11749,Easy Money (Crystal) (IMPACT) (set 2)
j6easyb,11749,Easy Money (Crystal) (IMPACT) (set 3)
j6easyc,11749,Easy Money (Crystal) (IMPACT) (set 4)
j6euphor,,Euphoria (Ace) (IMPACT) (set 1)
j6euphora,11753,Euphoria (Ace) (IMPACT) (set 2)
j6euphorb,11753,Euphoria (Ace) (IMPACT) (set 3)
j6euphorc,11753,Euphoria (Ace) (IMPACT) (set 4)
j6euphord,11753,Euphoria (Ace) (IMPACT) (set 5)
j6euphore,11753,Euphoria (Ace) (IMPACT) (set 6)
j6euphorf,11753,Euphoria (Ace) (IMPACT) (set 7)
j6ewn,,Each Way Nudger Mark 3 (Crystal) (IMPACT) (set 1)
j6ewndg,11760,Each Way Nudger Mark 3 (Crystal) (IMPACT) (set 2)
j6ewndga,11760,Each Way Nudger Mark 3 (Crystal) (IMPACT) (set 3)
j6ewndgb,11760,Each Way Nudger Mark 3 (Crystal) (IMPACT) (set 4)
j6fastfr,,Fast Fruits Club (Qps) (IMPACT) (set 1)
j6fastfra,11764,Fast Fruits Club (Qps) (IMPACT) (set 2)
j6fasttk,,Fast?Trak (JPM) (IMPACT) (set 1)
j6fasttka,11766,Fast?Trak (JPM) (IMPACT) (set 2)
j6fasttkb,11766,Fast?Trak (JPM) (IMPACT) (set 3)
j6fasttkc,11766,"Fast?Trak (JPM) (IMPACT) (set 4, Whitbread)"
j6fbcrz,,Football Crazy (JPM) (IMPACT)
j6ffc,11807,Frame &amp; Fortune Club (Crystal) (IMPACT) (set 1)
j6ffca,11807,Frame &amp; Fortune Club (Crystal) (IMPACT) (set 2)
j6ffcb,11807,Frame &amp; Fortune Club (Crystal) (IMPACT) (set 3)
j6ffcc,11807,Frame &amp; Fortune Club (Crystal) (IMPACT) (set 4)
j6ffcd,11807,Frame &amp; Fortune Club (Crystal) (IMPACT) (set 5)
j6ffce,11807,Frame &amp; Fortune Club (Crystal) (IMPACT) (set 6)
j6fifth,,5th Dimension (Ace) (IMPACT)
j6filth,,Filthy Rich Club (JPM) (IMPACT) (set 1)
j6filtha,11778,Filthy Rich Club (JPM) (IMPACT) (set 2)
j6filthb,11778,Filthy Rich Club (JPM) (IMPACT) (set 3)
j6filthc,11778,Filthy Rich Club (JPM) (IMPACT) (set 4)
j6firbl,,"Fireball (Ace) (IMPACT) (set 1, Whitbread)"
j6firbla,11782,Fireball (Ace) (IMPACT) (set 2)
j6firblb,11782,Fireball (Ace) (IMPACT) (set 3)
j6firblc,11782,Fireball (Ace) (IMPACT) (set 4)
j6firbld,11782,"Fireball (Ace) (IMPACT) (set 5, Whitbread)"
j6firclb,,Firecracker Club (JPM) (IMPACT) (set 1)
j6firclba,11787,Firecracker Club (JPM) (IMPACT) (set 2)
j6firclbb,11787,Firecracker Club (JPM) (IMPACT) (set 3)
j6firclbc,11787,Firecracker Club (JPM) (IMPACT) (set 4)
j6fireck,,Firecracker (JPM) (IMPACT) (set 1)
j6firecka,11791,Firecracker (JPM) (IMPACT) (set 2)
j6fireckb,11791,Firecracker (JPM) (IMPACT) (set 3)
j6fireckc,11791,Firecracker (JPM) (IMPACT) (set 4)
j6fireckd,11791,Firecracker (JPM) (IMPACT) (set 5)
j6firecke,11791,Firecracker (JPM) (IMPACT) (set 6)
j6fivalv,,Five Alive Club (JPM) (IMPACT) (set 1)
j6fivalva,11797,Five Alive Club (JPM) (IMPACT) (set 2)
j6fivalvb,11797,Five Alive Club (JPM) (IMPACT) (set 3)
j6fiveln,,Five Liner (JPM) (IMPACT) (set 1)
j6fivelna,11800,Five Liner (JPM) (IMPACT) (set 2)
j6fivelnb,11800,Five Liner (JPM) (IMPACT) (set 3)
j6fivelnc,11800,"Five Liner (JPM) (IMPACT) (set 4, Whitbread)"
j6footy,,Football Fever (Empire) (IMPACT) (set 1)
j6footya,11804,Football Fever (Empire) (IMPACT) (set 2)
j6footyb,11804,Football Fever (Empire) (IMPACT) (set 3)
j6framft,,Frame &amp; Fortune Club (JPM) (IMPACT)
j6frc10,,Force 10 (JPM) (IMPACT) (set 1)
j6frc10a,11808,Force 10 (JPM) (IMPACT) (set 2)
j6frc10b,11808,Force 10 (JPM) (IMPACT) (set 3)
j6frc10c,11808,"Force 10 (JPM) (IMPACT) (set 4, Whitbread)"
j6frc10d,11808,Force 10 (JPM) (IMPACT) (set 5)
j6frtmch,,The Fruit Machine (JPM) (IMPACT)
j6frtpot,,Fruitpots (Qps) (IMPACT) (set 1)
j6frtpota,11814,Fruitpots (Qps) (IMPACT) (set 2)
j6frtpotb,11814,Fruitpots (Qps) (IMPACT) (set 3)
j6frtpotc,11814,Fruitpots (Qps) (IMPACT) (set 4)
j6gforce,,G Force Roller Coaster (JPM) (IMPACT) (set 1)
j6gforcea,11818,G Force Roller Coaster (JPM) (IMPACT) (set 2)
j6gforceb,11818,G Force Roller Coaster (JPM) (IMPACT) (set 3)
j6gforcec,11818,"G Force Roller Coaster (JPM) (IMPACT) (set 4, Whitbread)"
j6gforced,11818,G Force Roller Coaster (JPM) (IMPACT) (set 5)
j6gidogh,,G.I. Dough (Ace) (IMPACT)
j6gldclb,,Gladiator Club (JPM) (IMPACT) (set 1)
j6gldclba,11824,Gladiator Club (JPM) (IMPACT) (set 2)
j6gldclbb,11824,"Gladiator Club (JPM) (IMPACT) (set 3, Protocol)"
j6gldday,,Golden Day (JPM) (IMPACT)
j6gldmin,,Gold Mine (Empire) (IMPACT)
j6gldpl,,Golden Palace (Qps) (IMPACT)
j6gogold,,Go For Gold (JPM) (IMPACT) (set 1)
j6gogolda,11830,"Go For Gold (JPM) (IMPACT) (set 2, Protocol)"
j6gogoldb,11830,Go For Gold (JPM) (IMPACT) (set 3)
j6gogoldc,11830,"Go For Gold (JPM) (IMPACT) (set 4, Whitbread)"
j6golddm,,Golden Demons (JPM) (IMPACT) (set 1)
j6golddma,11834,Golden Demons (JPM) (IMPACT) (set 2)
j6goldgl,,Golden Goal (JPM) (IMPACT) (set 1)
j6goldgla,11836,Golden Goal (JPM) (IMPACT) (set 2)
j6goldglb,11836,Golden Goal (JPM) (IMPACT) (set 3)
j6goldglc,11836,Golden Goal (JPM) (IMPACT) (set 4)
j6goldgld,11836,Golden Goal (JPM) (IMPACT) (set 5)
j6goldgle,11836,Golden Goal (JPM) (IMPACT) (set 6)
j6goldglf,11836,Golden Goal (JPM) (IMPACT) (set 7)
j6goldglg,11836,Golden Goal (JPM) (IMPACT) (set 8)
j6goldglh,11836,Golden Goal (JPM) (IMPACT) (set 9)
j6goldgli,11836,Golden Goal (JPM) (IMPACT) (set 10)
j6goldglj,11836,Golden Goal (JPM) (IMPACT) (set 11)
j6goldglk,11836,Golden Goal (JPM) (IMPACT) (set 12)
j6goldgll,11836,Golden Goal (JPM) (IMPACT) (set 13)
j6grc,,Gold Rush Club (Crystal) (IMPACT) (set 1)
j6grca,11849,Gold Rush Club (Crystal) (IMPACT) (set 2)
j6guab,,Give Us A Break (JPM) (IMPACT) (GB 5 C 8) (set 1)
j6guaba,11851,"Give Us A Break (JPM) (IMPACT) (GB 5P C 8) (set 2, Protocol)"
j6guabb,11851,"Give Us A Break (JPM) (IMPACT) (GB 5 C 8) (set 3, Whitbread)"
j6guabc,11851,Give Us A Break (JPM) (IMPACT) (GB 6 C 9) (set 4)
j6guabcl,,Give Us A Break Club (JPM) (IMPACT) (GB 8 GB12) (set 1)
j6guabcla,11855,"Give Us A Break Club (JPM) (IMPACT) (GB 8 GB12P) (set 2, Protocol)"
j6guabd,11851,"Give Us A Break (JPM) (IMPACT) (GB 6P C 9) (set 5, Protocol)"
j6guabe,11851,Give Us A Break (JPM) (IMPACT) (GB 6 C 9) (set 6)
j6guabf,11851,"Give Us A Break (JPM) (IMPACT) (GB 6 C 9) (set 7, Whitbread)"
j6h5clb,,High Five Club (JPM) (IMPACT) (set 1)
j6h5clba,11860,High Five Club (JPM) (IMPACT) (set 2)
j6hapyhr,,Happy Hour (JPM) (IMPACT) (HH2 C5) (set 1)
j6hapyhra,11862,Happy Hour (JPM) (IMPACT) (HH2 C5) (set 2)
j6hapyhrb,11862,Happy Hour (JPM) (IMPACT) (HH2 C5) (set 3)
j6hdc,,Hot Dogs Club (Crystal) (IMPACT) (set 1)
j6hdca,11865,Hot Dogs Club (Crystal) (IMPACT) (set 2)
j6hdcb,11865,Hot Dogs Club (Crystal) (IMPACT) (set 3)
j6hdcc,11865,Hot Dogs Club (Crystal) (IMPACT) (set 4)
j6hdcd,11865,Hot Dogs Club (Crystal) (IMPACT) (set 5)
j6hdce,11865,Hot Dogs Club (Crystal) (IMPACT) (set 6)
j6hdcf,11865,Hot Dogs Club (Crystal) (IMPACT) (set 7)
j6hdcg,11865,Hot Dogs Club (Crystal) (IMPACT) (set 8)
j6hifly,,Hi Flyer (Ace) (IMPACT)
j6hikar,,Hi Karate (Crystal) (IMPACT) (set 1)
j6hikara,11874,Hi Karate (Crystal) (IMPACT) (set 2)
j6hikarb,11874,Hi Karate (Crystal) (IMPACT) (set 3)
j6hilosv,,Hi-Lo Silver (JPM) (IMPACT) (set 1)
j6hilosva,11877,Hi-Lo Silver (JPM) (IMPACT) (set 2)
j6hilosvb,11877,Hi-Lo Silver (JPM) (IMPACT) (set 3)
j6hilosvc,11877,"Hi-Lo Silver (JPM) (IMPACT) (set 4, Whitbread)"
j6hilosvd,11877,Hi-Lo Silver (JPM) (IMPACT) (set 5)
j6hilosve,11877,Hi-Lo Silver (JPM) (IMPACT) (set 6)
j6hiphop,,Hip Hopper (Ace) (IMPACT) (set 1)
j6hiphopa,11883,Hip Hopper (Ace) (IMPACT) (set 2)
j6hiphopb,11883,Hip Hopper (Ace) (IMPACT) (set 3)
j6hiphopc,11883,Hip Hopper (Ace) (IMPACT) (set 4)
j6hiphopd,11883,Hip Hopper (Ace) (IMPACT) (set 5)
j6hirlcl,,Hi Roller Club (JPM) (IMPACT) (set 1)
j6hirlcla,11888,Hi Roller Club (JPM) (IMPACT) (set 2)
j6hirlclb,11888,Hi Roller Club (JPM) (IMPACT) (set 3)
j6hirlclc,11888,"Hi Roller Club (JPM) (IMPACT) (set 4, Protocol)"
j6hirol,,Hi Roller (JPM) (IMPACT) (set 1)
j6hirola,11892,Hi Roller (JPM) (IMPACT) (set 2)
j6hirolb,11892,Hi Roller (JPM) (IMPACT) (set 3)
j6hirolc,11892,"Hi Roller (JPM) (IMPACT) (set 4, Whitbread)"
j6hirold,11892,"Hi Roller (JPM) (IMPACT) (set 5, Whitbread)"
j6hisprt,,High Spirits (Empire) (IMPACT) (prototype?)
j6histk,,Hi Stakes (Qps) (IMPACT) (set 1)
j6histka,11898,Hi Stakes (Qps) (IMPACT) (set 2)
j6hotsht,,Hot Shot (Ace) (IMPACT) (set 1)
j6hotshta,11900,Hot Shot (Ace) (IMPACT) (set 2)
j6hotshtb,11900,Hot Shot (Ace) (IMPACT) (set 3)
j6hotshtc,11900,"Hot Shot (Ace) (IMPACT) (set 4, Whitbread)"
j6hotshtd,11900,Hot Shot (Ace) (IMPACT) (set 5)
j6hotshte,11900,Hot Shot (Ace) (IMPACT) (set 6)
j6hotshtf,11900,Hot Shot (Ace) (IMPACT) (set 7)
j6hotshtg,11900,Hot Shot (Ace) (IMPACT) (set 8)
j6hotshth,11900,Hot Shot (Ace) (IMPACT) (set 9)
j6hotshti,11900,Hot Shot (Ace) (IMPACT) (set 10)
j6hotshtj,11900,Hot Shot (Ace) (IMPACT) (set 11)
j6hotshtk,11900,Hot Shot (Ace) (IMPACT) (set 12)
j6hotshtl,11900,Hot Shot (Ace) (IMPACT) (set 13)
j6impact,,Hi Impact (JPM) (IMPACT) (set 1)
j6impacta,11913,Hi Impact (JPM) (IMPACT) (set 2)
j6impactb,11913,Hi Impact (JPM) (IMPACT) (set 3)
j6impactc,11913,Hi Impact (JPM) (IMPACT) (15GBP Jackpot)
j6impls,,Impulse (Crystal) (IMPACT)
j6impuls,,Impulse (JPM) (IMPACT) (IP 5 C13) (set 1)
j6impulsa,11918,Impulse (JPM) (IMPACT) (IP 6 C14) (set 2)
j6impulsb,11918,Impulse (JPM) (IMPACT) (IP 6 AC14) (set 3)
j6impulsc,11918,Impulse (JPM) (IMPACT) (IP 7 C15) (set 4)
j6impulsd,11918,Impulse (JPM) (IMPACT) (IP 7 AC13) (set 5)
j6impulse,11918,Impulse (JPM) (IMPACT) (IP 7P C15) (set 6)
j6impulsf,11918,"Impulse (JPM) (IMPACT) (IP 7P C15) (set 7, Whitbread)"
j6indy,,Indiana Jones (JPM) (IMPACT) (IJ6 L11) (set 1)
j6indya,11925,"Indiana Jones (JPM) (IMPACT) (IJ6P L11) (set 2, Protocol)"
j6indyb,11925,Indiana Jones (JPM) (IMPACT) (IJ6 I L11) (set 3)
j6indyc,11925,Indiana Jones (JPM) (IMPACT) (IJ6A AL13) (set 4)
j6indyd,11925,"Indiana Jones (JPM) (IMPACT) (IJ6AP AL13) (set 5, Protocol)"
j6indye,11925,Indiana Jones (JPM) (IMPACT) (IJ8 L18) (set 6)
j6indyf,11925,"Indiana Jones (JPM) (IMPACT) (IJ8P L18) (set 7, Protocol)"
j6indyg,11925,Indiana Jones (JPM) (IMPACT) (IJ8 AL18) (set 8)
j6indyge,11925,"Indiana Jones (JPM) (IMPACT, German set 1)"
j6indyge2,11925,"Indiana Jones (JPM) (IMPACT, German set 2)"
j6indyh,11925,Indiana Jones (JPM) (IMPACT) (IJ8 I L18) (set 9)
j6indyi,11925,Indiana Jones (JPM) (IMPACT) (IJ11 L22) (set 10)
j6indyj,11925,"Indiana Jones (JPM) (IMPACT) (IJ11P L22) (set 11, Protocol)"
j6indyk,11925,Indiana Jones (JPM) (IMPACT) (IJ11 AL22) (set 12)
j6jackjs,,Jackpot Justice (Qps) (IMPACT) (set 1)
j6jackjsa,11939,Jackpot Justice (Qps) (IMPACT) (set 2)
j6jackjsb,11939,Jackpot Justice (Qps) (IMPACT) (set 3)
j6jackjsc,11939,Jackpot Justice (Qps) (IMPACT) (set 4)
j6jkpldx,,Jokers Plus Deluxe (JPM) (IMPACT) (set 1)
j6jkpldxa,11943,Jokers Plus Deluxe (JPM) (IMPACT) (set 2)
j6jkrgld,,Jokers Gold (JPM) (IMPACT)
j6jkrpls,,Jokers Plus (JPM) (IMPACT) (set 1)
j6jkrplsa,11946,Jokers Plus (JPM) (IMPACT) (set 2)
j6jkrplsb,11946,Jokers Plus (JPM) (IMPACT) (set 3)
j6jkrplsc,11946,Jokers Plus (JPM) (IMPACT) (set 4)
j6jkrplsd,11946,Jokers Plus (JPM) (IMPACT) (set 5)
j6jkrplse,11946,Jokers Plus (JPM) (IMPACT) (set 6)
j6jkwld,,Jokers Wild (JPM) (IMPACT)
j6jungfv,,Jungle Fever (Ace) (IMPACT)
j6kamel,,Kameleon (JPM) (IMPACT)
j6kapang,,Kapang! (Crystal) (IMPACT) (set 1)
j6kapanga,11955,Kapang! (Crystal) (IMPACT) (set 2)
j6kfc,,Kung Fu Club (Crystal) (IMPACT) (set 1)
j6kfca,11957,Kung Fu Club (Crystal) (IMPACT) (set 2)
j6kfcb,11957,Kung Fu Club (Crystal) (IMPACT) (set 3)
j6knight,,Your Lucky Knight (JPM) (IMPACT) (set 1)
j6knighta,11960,Your Lucky Knight (JPM) (IMPACT) (set 2)
j6knightb,11960,Your Lucky Knight (JPM) (IMPACT) (set 3)
j6knightc,11960,Your Lucky Knight (JPM) (IMPACT) (set 4)
j6knightd,11960,Your Lucky Knight (JPM) (IMPACT) (set 5)
j6knighte,11960,Your Lucky Knight (JPM) (IMPACT) (set 6)
j6kungfu,,Kung Fu (Ace) (IMPACT) (set 1)
j6kungfua,11966,Kung Fu (Ace) (IMPACT) (set 2)
j6kungfub,11966,Kung Fu (Ace) (IMPACT) (set 3)
j6kungfuc,11966,Kung Fu (Ace) (IMPACT) (set 4)
j6kungfud,11966,"Kung Fu (Ace) (IMPACT) (set 5, Whitbread)"
j6luckla,,Lucky Las Vegas (Crystal) (IMPACT) (set 1)
j6lucklaa,11971,Lucky Las Vegas (Crystal) (IMPACT) (set 2)
j6lucklab,11971,Lucky Las Vegas (Crystal) (IMPACT) (set 3)
j6lucklo,,Lucky Lottery Club (Crystal) (IMPACT) (set 1)
j6luckloa,11974,Lucky Lottery Club (Crystal) (IMPACT) (set 2)
j6magcir,,Magic Circle Club (JPM) (IMPACT) (set 1)
j6magcira,11976,Magic Circle Club (JPM) (IMPACT) (set 2)
j6magcirb,11976,Magic Circle Club (JPM) (IMPACT) (set 3)
j6magcirc,11976,Magic Circle Club (JPM) (IMPACT) (set 4)
j6magcird,11976,Magic Circle Club (JPM) (IMPACT) (set 5)
j6mavrk,,Maverick (JPM) (IMPACT) (set 1)
j6mavrka,11981,Maverick (JPM) (IMPACT) (set 2)
j6mavrkb,11981,Maverick (JPM) (IMPACT) (set 3)
j6mavrkc,11981,"Maverick (JPM) (IMPACT) (set 4, Whitbread)"
j6mavrkd,11981,Maverick (JPM) (IMPACT) (set 5)
j6maxcsh,,Maximus Cash (JPM) (IMPACT)
j6maxod,,Maximum Overdrive (JPM) (IMPACT) (set 1)
j6maxoda,11987,Maximum Overdrive (JPM) (IMPACT) (set 2)
j6maxodb,11987,Maximum Overdrive (JPM) (IMPACT) (set 3)
j6maxodc,11987,"Maximum Overdrive (JPM) (IMPACT) (set 4, Whitbread)"
j6medal,,Medallion Job (Qps) (IMPACT) (set 1)
j6medala,11991,Medallion Job (Qps) (IMPACT) (set 2)
j6medalb,11991,Medallion Job (Qps) (IMPACT) (set 3)
j6medalc,11991,Medallion Job (Qps) (IMPACT) (set 4)
j6medald,11991,Medallion Job (Qps) (IMPACT) (set 5)
j6megbck,,Mega Bucks (JPM) (IMPACT) (set 1)
j6megbcka,11996,Mega Bucks (JPM) (IMPACT) (set 2)
j6megbckb,11996,Mega Bucks (JPM) (IMPACT) (set 3)
j6megbckc,11996,Mega Bucks (JPM) (IMPACT) (set 4)
j6megbckd,11996,"Mega Bucks (JPM) (IMPACT) (set 5, Whitbread)"
j6milln,,Millionaire (JPM) (IMPACT) (set 1)
j6millna,12001,Millionaire (JPM) (IMPACT) (set 2)
j6monmad,,Money Madness (Ace) (IMPACT)
j6mono60,,Monopoly 60th Anniversary Edition (JPM) (IMPACT) (MO13 C24) (set 1)
j6mono60a,12004,Monopoly 60th Anniversary Edition (JPM) (IMPACT) (MO13 C24) (set 2)
j6mono60b,12004,Monopoly 60th Anniversary Edition (JPM) (IMPACT) (MO13 C24) (set 3)
j6mono60c,12004,"Monopoly 60th Anniversary Edition (JPM) (IMPACT) (MO13 C24) (set 4, Whitbread)"
j6mono60d,12004,Monopoly 60th Anniversary Edition (JPM) (IMPACT) (MO11 L22) (set 5)
j6mono60e,12004,"Monopoly 60th Anniversary Edition (JPM) (IMPACT) (MO11P L22)(set 6, Protocol)"
j6mono60f,12004,Monopoly 60th Anniversary Edition (JPM) (IMPACT) (MO11 AL22 (set 7)
j6mono60g,12004,"Monopoly 60th Anniversary Edition (JPM) (IMPACT) (MO11 L22) (set 8, Whitbread)"
j6mono60h,12004,Monopoly 60th Anniversary Edition (JPM) (IMPACT) (MO11 IL22) (set 9)
j6mono60i,12004,Monopoly 60th Anniversary Edition (JPM) (IMPACT) (MO11 IL22) (set 10)
j6mono60j,12004,Monopoly 60th Anniversary Edition (JPM) (IMPACT) (MO8 L16) (set 11)
j6mono60k,12004,Monopoly 60th Anniversary Edition (JPM) (IMPACT) (set 12)
j6mono60l,12004,Monopoly 60th Anniversary Edition (JPM) (IMPACT) (MO3 L11) (set 13)
j6monobn,,Monopoly Bingo (JPM) (IMPACT) (set 1)
j6monobna,11496,Monopoly Bingo (JPM) (IMPACT) (set 2)
j6monobnb,11496,Monopoly Bingo (JPM) (IMPACT) (set 3)
j6monst,,Monster Cash Club (Crystal) (IMPACT) (set 1)
j6monsta,12020,Monster Cash Club (Crystal) (IMPACT) (set 2)
j6monstb,12020,Monster Cash Club (Crystal) (IMPACT) (set 3)
j6monstc,12020,Monster Cash Club (Crystal) (IMPACT) (set 4)
j6monstd,12020,Monster Cash Club (Crystal) (IMPACT) (set 5)
j6montlk,,Money Talks (JPM) (IMPACT) (MT5 L17) (set 1)
j6montlka,12025,Money Talks (JPM) (IMPACT) (MT5 I L17) (set 2)
j6montlkb,12025,Money Talks (JPM) (IMPACT) (MT3 L12) (set 3)
j6montlkc,12025,"Money Talks (JPM) (IMPACT) (MT3 P L12) (set 4, Protocol)"
j6montlkd,12025,Money Talks (JPM) (IMPACT) (MT3 A L12) (set 5)
j6montlke,12025,"Money Talks (JPM) (IMPACT) (MT3 P GL12) (set 6, Protocol)"
j6montlkf,12025,Money Talks (JPM) (IMPACT) (MT7 L19) (set 7)
j6montlkg,12025,"Money Talks (JPM) (IMPACT) (MT7 P L19) (set 8, Protocol)"
j6montlkh,12025,Money Talks (JPM) (IMPACT) (MT7 A L19) (set 9)
j6outlaw,,"Outlaw (JPM) (IMPACT, v3)"
j6outlawc,12034,"Outlaw (JPM) (IMPACT, Club?)"
j6outlawd,12034,"Outlaw (JPM) (IMPACT, v3) (Protocol)"
j6oxo,,Oxo (JPM) (IMPACT) (set 1)
j6oxoa,12037,Oxo (JPM) (IMPACT) (set 2)
j6oxob,12037,Oxo (JPM) (IMPACT) (set 3)
j6oxobin,,Oxo Bingo (JPM) (IMPACT) (OX6 L12) (set 1)
j6oxobina,12040,Oxo Bingo (JPM) (IMPACT) (OX6 L12) (set 2)
j6oxobinb,12040,Oxo Bingo (JPM) (IMPACT) (OX8 AC14) (set 3)
j6oxobinc,12040,Oxo Bingo (JPM) (IMPACT) (OX8 AC14) (set 4)
j6oxobind,12040,Oxo Bingo (JPM) (IMPACT) (OX11 AC17) (set 5)
j6oxobine,12040,Oxo Bingo (JPM) (IMPACT) (set 6)
j6oxobinf,12040,Oxo Bingo (JPM) (IMPACT) (OX11 AC17) (set 7)
j6oxoc,12037,Oxo (JPM) (IMPACT) (set 4)
j6oxod,12037,Oxo (JPM) (IMPACT) (set 5)
j6oxoe,12037,Oxo (JPM) (IMPACT) (set 6)
